id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1027,Ethereum,ETH,ethereum,9617,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120442285.78545202,120442285.78545202,True,,2,,,,2024-12-02T05:09:00.000Z,3699.366276449569,29960820860.57245,-2.477,0.74188948,0.12145892,9.44698174,47.85906548,54.49371284,46.75214735,445560130293.2025,12.8987,445560130293.2,,2024-12-02T05:09:00.000Z,,,,,,2024-12-02 12:09:44.820698
52,XRP,XRP,xrp,1450,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,57051491087.0,99986947886.0,False,,3,,,,2024-12-02T05:09:00.000Z,2.4369111757073276,27343486655.851303,86.8345,1.48983049,29.62000931,66.6618144,375.6113262,353.15821309,330.63676071,139029416220.6773,4.0253,243691117570.73,,2024-12-02T05:09:00.000Z,,,,,,2024-12-02 12:09:44.820698
825,Tether USDt,USDT,tether,106045,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,134122209730.45778,137194367901.14809,True,,4,,,,2024-12-02T05:07:00.000Z,1.0007356386326678,149764898095.9827,20.6598,0.01065685,0.04194504,-0.02945398,0.09574864,0.08663085,0.08488146,134220875209.43428,3.8867,137295293378.36,,2024-12-02T05:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-12-02 12:09:44.820698
5426,Solana,SOL,solana,798,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,475153607.4770899,589280772.8110917,True,,5,,,,2024-12-02T05:07:00.000Z,229.46412076613822,4602822510.545038,21.9022,0.05452158,-2.90342181,-9.45139554,38.34458767,61.5770536,70.33366474,109030704768.58919,3.1567,135218794417.49,,2024-12-02T05:07:00.000Z,,,,,,2024-12-02 12:09:44.820698
1839,BNB,BNB,bnb,2292,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,144009654.02,144009654.02,False,,6,,,,2024-12-02T05:07:00.000Z,653.1804506387269,2201466415.99835,-3.4642,0.10790544,0.28241334,-1.50216042,13.79964991,18.84573741,22.73289541,94064290709.11076,2.7231,94064290709.11,,2024-12-02T05:07:00.000Z,,,,,,2024-12-02 12:09:44.820698
74,Dogecoin,DOGE,dogecoin,1113,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,147028636383.7053,147028636383.7053,True,,7,,,,2024-12-02T05:09:00.000Z,0.4396331641441306,9991678503.564203,51.1178,-0.19062021,2.19739284,3.75108894,175.02628576,315.89268049,343.24304821,64638664633.16521,1.8713,64638664633.17,,2024-12-02T05:09:00.000Z,,,,,,2024-12-02 12:09:44.820698
2010,Cardano,ADA,cardano,1375,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities']",45000000000.0,35085884197.24636,44994868463.33723,False,,8,,,,2024-12-02T05:08:00.000Z,1.141797464595195,3132516802.9906845,36.3203,0.1878521,8.36865226,8.84090569,219.60413262,228.55722225,242.16117402,40060973619.49651,1.1597,51380885906.78,,2024-12-02T05:08:00.000Z,,,,,,2024-12-02 12:09:44.820698
3408,USDC,USDC,usd-coin,23482,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,39964263408.94908,39964263408.94908,False,,9,,,,2024-12-02T05:07:00.000Z,1.0001360267690012,7969620955.806307,13.4885,0.01650963,0.02174901,0.01443465,-0.00071962,0.02091045,0.02708595,39969699618.57611,1.1572,39969699618.58,,2024-12-02T05:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-12-02 12:09:44.820698
5805,Avalanche,AVAX,avalanche,812,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,409291711.53899676,447628011.53899676,False,,10,,,,2024-12-02T05:07:00.000Z,48.438181573539005,1341823852.4723065,73.7883,2.17766528,9.25722338,16.37542472,95.35351624,89.89727436,116.45055523,19825346240.070473,0.574,34669566411.95,,2024-12-02T05:07:00.000Z,,,,,,2024-12-02 12:09:44.820698
1958,TRON,TRX,tron,1075,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities']",,86305602550.23277,86305609012.61081,True,,11,,,,2024-12-02T05:08:00.000Z,0.2096310866149298,830473878.293619,46.3332,0.39289212,2.63235109,0.35115613,25.25111383,35.40473107,36.60256522,18092337243.561554,0.5239,18092338598.28,,2024-12-02T05:08:00.000Z,,,,,,2024-12-02 12:09:44.820698
5994,Shiba Inu,SHIB,shiba-inu,912,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589258086836279.1,589510873214196.4,False,,12,,,,2024-12-02T05:08:00.000Z,3.018384721403981e-05,6849014536.930073,89.99,0.41408084,-0.92694009,18.13069824,71.09681428,81.87787453,121.03126594,17786076062.70365,0.5149,17793706128.11,,2024-12-02T05:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-12-02 12:09:44.820698
11419,Toncoin,TON,toncoin,625,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2547455366.673406,5116486918.328019,True,,13,3414166606.0,22573720830.003056,,2024-12-02T05:07:00.000Z,6.61178068765958,404370501.49237126,-12.9811,-0.39597372,-1.80349133,8.10288658,34.76998543,24.97835723,26.31309493,16843216196.045982,0.4876,33829089395.26,,2024-12-02T05:07:00.000Z,,,,,,2024-12-02 12:09:44.820698
512,Stellar,XLM,stellar,639,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.0,30075043946.09031,50001786911.162926,False,,14,,,,2024-12-02T05:07:00.000Z,0.5485945900178887,3642163081.214623,42.8206,0.97381942,8.90756393,3.02316978,491.39190017,504.62800668,487.95947296,16499006403.375399,0.4778,27430720708.18,,2024-12-02T05:07:00.000Z,,,,,,2024-12-02 12:09:44.820698
6636,Polkadot,DOT,polkadot-new,843,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1524550773.244261,1524550773.244261,True,,15,1524550773.3436377,13871643725.465593,,2024-12-02T05:07:00.000Z,9.098840109498202,935176019.8347611,2.0891,-0.07952613,3.48642536,1.98789215,133.0204271,119.44339541,114.34153843,13871643724.56138,0.4016,13871643724.56,,2024-12-02T05:07:00.000Z,,,,,,2024-12-02 12:09:44.820698
